Tourist_ID,Come_From,Age,Gender,Travel_Purpose,Preferred_Destination,total_cost_USD,Travel_Frequency_per_Year,travel_with,Traveler_Type
T2276,Cape Verde,68,Male,Business,Mountain,245.31,7.0,With Family,Low
T2277,USA,73,Other,Leisure,Discovery,8984.47875,7.0,With Family,High
T2278,Japan,21,Other,Leisure,Discovery,870.8505,7.0,With Family,Low
T2279,USA,75,Other,Leisure,Discovery,12510.81,7.0,With Family,High
T2280,Australia,69,Female,Leisure,Discovery,4599.5625,7.0,Without Family,High
T2281,USA,45,Female,Leisure,Discovery,2269.1175,7.0,Unknown,Medium
T2282,Austria,33,Other,Leisure,Discovery,2938.78235,7.0,With Family,Medium
T2283,Italy,21,Other,Leisure,Beach,5861.069175,7.0,With Family,High
T2284,Uganda,70,Male,Business,Discovery,124.69,7.0,Without Family,Low
T2285,Italy,57,Other,Leisure,Beach,1007.58252,7.0,With Family,Medium
T2286,Italy,71,Other,Leisure,Discovery,6331.4511,7.0,With Family,High
T2287,Germany,70,Female,Leisure,Beach,10915.0,7.0,With Family,High
T2288,Italy,64,Other,Leisure,Culture,5023.9488,7.0,With Family,High
T2289,Australia,35,Male,Leisure,Discovery,1116.1605,7.0,Without Family,Medium
T2290,Italy,19,Other,Leisure,Business,8279.2125,7.0,With Family,High
T2291,Zimbabwe,31,Female,Business,Beach,613.275,7.0,Without Family,Low
T2292,Italy,24,Other,Leisure,Beach,5121.87781,7.0,With Family,High
T2293,Malaysia,61,Female,Leisure,Business,1901.1525,7.0,Without Family,Medium
T2294,Italy,36,Other,Leisure,Beach,4366.19092,7.0,With Family,High
T2295,Zimbabwe,58,Male,Other,Adventure,199.314375,7.0,With Family,Low
T2296,Italy,21,Other,Leisure,Beach,3022.74756,7.0,With Family,High
T2297,Japan,58,Female,Leisure,Culture,2359.29168,7.0,Without Family,Medium
T2298,Kenya,21,Male,Business,Discovery,766.59375,7.0,Unknown,Low
T2299,Japan,52,Female,Education,Adventure,116.52225,7.0,Unknown,Low
T2300,Japan,20,Female,Education,Adventure,116.52225,7.0,Unknown,Low
T2301,Uae,45,Other,Leisure,Adventure,1839.825,7.0,With Family,Medium
T2302,Kenya,19,Female,Business,Mountain,306.6375,7.0,Unknown,Low
T2303,Ireland,18,Female,Leisure,Discovery,1601.8743,7.0,Unknown,Medium
T2304,France,19,Female,Leisure,Discovery,889.24875,7.0,Without Family,Low
T2305,USA,52,Female,Leisure,Discovery,919.9125,7.0,With Family,Low
T2306,UK,70,Other,Business,Discovery,503.79126,7.0,With Family,Low
T2307,South Africa,19,Female,Business,Mountain,245.31,7.0,Unknown,Low
T2308,USA,21,Male,Leisure,Culture,153.31875,7.0,Without Family,Low
T2309,UK,53,Female,Leisure,Culture,1257.21375,7.0,With Family,Medium
T2310,Australia,57,Male,Leisure,Business,1533.1875,7.0,Unknown,Medium
T2311,UK,51,Female,Leisure,Discovery,183.9825,7.0,With Family,Low
T2312,United Arab Emirates,20,Female,Leisure,Culture,2453.1,7.0,With Family,Medium
T2313,Kenya,22,Female,Leisure,Adventure,202.53948,7.0,Unknown,Low
T2314,UK,56,Female,Leisure,Business,1717.17,7.0,Without Family,Medium
T2315,South Africa,56,Female,Leisure,Beach,7432.0475278,7.0,Unknown,High
T2316,France,57,Other,Leisure,Beach,2698.41,7.0,With Family,Medium
T2317,Spain,40,Other,Leisure,Discovery,1259.47815,7.0,With Family,Medium
T2318,Italy,54,Other,Leisure,Beach,3802.305,7.0,With Family,High
T2319,UK,19,Female,Leisure,Business,1594.515,7.0,Without Family,Medium
T2320,South Africa,69,Male,Leisure,Beach,3986.2875,7.0,With Family,High
T2321,Australia,66,Other,Leisure,Discovery,9935.055,7.0,With Family,High
T2322,France,36,Other,Leisure,Beach,4441.759609,7.0,With Family,High
T2323,Belgium,35,Female,Leisure,Adventure,247.149825,7.0,Without Family,Low
T2324,Germany,23,Other,Leisure,Beach,1349.205,7.0,With Family,Medium
T2325,Italy,66,Other,Leisure,Beach,6297.39075,7.0,With Family,High
T2326,Italy,39,Other,Leisure,Beach,4483.742214,7.0,With Family,High
T2327,Kenya,68,Male,Business,Discovery,367.965,7.0,Unknown,Low
T2328,France,18,Other,Leisure,Discovery,4599.5625,7.0,With Family,High
T2329,Italy,73,Other,Leisure,Beach,2703.679762,7.0,With Family,Medium
T2330,France,46,Other,Leisure,Beach,8156.5575,7.0,With Family,High
T2331,Italy,28,Other,Leisure,Beach,5457.73865,7.0,With Family,High
T2332,Malaysia,50,Male,Leisure,Business,1287.8775,7.0,Without Family,Medium
T2333,Italy,69,Other,Leisure,Beach,4240.243105,7.0,With Family,High
T2334,Belgium,55,Other,Leisure,Discovery,9137.7975,7.0,With Family,High
T2335,Italy,28,Other,Leisure,Beach,4827.999575,7.0,With Family,High
T2336,UK,72,Other,Leisure,Discovery,10631.95185,7.0,With Family,High
T2337,UK,75,Other,Leisure,Discovery,8585.85,7.0,With Family,High
T2338,Germany,47,Other,Leisure,Culture,2938.78235,7.0,With Family,Medium
T2339,Canada,68,Male,Leisure,Business,1287.8775,7.0,Without Family,Medium
T2340,Canada,19,Other,Leisure,Discovery,9199.125,7.0,With Family,High
T2341,Malaysia,61,Other,Leisure,Business,12510.81,7.0,With Family,High
T2342,Italy,42,Other,Leisure,Discovery,7972.575,7.0,With Family,High
T2343,USA,73,Male,Leisure,Business,2269.1175,7.0,Without Family,Medium
T2344,Israel,64,Female,Leisure,Discovery,147.186,7.0,Without Family,Low
T2345,USA,66,Male,Leisure,Discovery,8248.54875,7.0,Unknown,High
T2346,UK,20,Male,Leisure,Discovery,2146.4625,7.0,Unknown,Medium
T2347,Italy,75,Other,Leisure,Beach,490.62,7.0,With Family,Low
T2348,USA,42,Female,Business,Beach,613.275,7.0,Without Family,Low
T2349,Zimbabwe,44,Male,Business,Adventure,429.2925,7.0,Without Family,Low
T2350,UK,43,Female,Leisure,Business,201.767475,7.0,Without Family,Low
T2351,Zambia,72,Male,Business,Adventure,1850.0,7.0,Without Family,Medium
T2352,Zimbabwe,22,Male,Business,Discovery,306.6375,7.0,Without Family,Low
T2353,Italy,54,Other,Leisure,Beach,7604.61,7.0,With Family,High
T2354,Zambia,65,Male,Business,Discovery,151.7,7.0,Without Family,Low
T2355,Oman,37,Male,Leisure,Adventure,919.9125,7.0,Without Family,Low
T2356,Costa Rica,52,Female,Leisure,Discovery,10057.71,7.0,Without Family,High
T2357,Zimbabwe,36,Male,Business,Beach,183.9825,7.0,With Family,Low
T2358,USA,22,Male,Leisure,Discovery,3066.375,7.0,With Family,High
T2359,Italy,22,Other,Leisure,Discovery,4450.15613,7.0,With Family,High
T2360,Spain,43,Other,Leisure,Discovery,275.97375,7.0,With Family,Low
T2361,Uganda,57,Male,Leisure,Adventure,111.0,7.0,Without Family,Low
T2362,UK,24,Female,Leisure,Business,1987.011,7.0,Without Family,Medium
T2363,USA,44,Other,Leisure,Adventure,899.674425,7.0,With Family,Low
T2364,Italy,45,Other,Leisure,Beach,1226.55,7.0,With Family,Medium
T2365,Italy,21,Other,Leisure,Beach,3553.31535,7.0,With Family,High
T2366,Burundi,27,Male,Leisure,Culture,197.95,7.0,Unknown,Low
T2367,Drc,36,Male,Other,Adventure,275.97375,7.0,Unknown,Low
T2368,Uganda,29,Other,Leisure,Beach,3740.9775,7.0,With Family,High
T2369,Canada,65,Female,Leisure,Discovery,1257.21375,7.0,Unknown,Medium
T2370,UK,18,Other,Leisure,Business,2759.7375,7.0,With Family,Medium
T2371,Lithuania,27,Male,Leisure,Business,2759.7375,7.0,Unknown,Medium
T2372,Spain,40,Other,Leisure,Beach,2207.79,7.0,With Family,Medium
T2373,Israel,18,Male,Leisure,Business,1839.825,7.0,Unknown,Medium
T2374,USA,65,Female,Leisure,Discovery,1717.17,7.0,Unknown,Medium
T2375,China,24,Other,Leisure,Beach,459.95625,7.0,With Family,Low
T2376,Uae,18,Female,Leisure,Business,1594.515,7.0,Unknown,Medium
T2377,South Africa,23,Other,Leisure,Discovery,1594.515,7.0,With Family,Medium
T2378,France,59,Other,Leisure,Discovery,4967.5275,7.0,With Family,High
T2379,Spain,52,Female,Leisure,Discovery,3526.53882,7.0,Unknown,High
T2380,USA,24,Male,Business,Mountain,613.275,7.0,Unknown,Low
T2381,France,67,Other,Leisure,Discovery,613.275,7.0,With Family,Low
T2382,Switzerland,69,Female,Leisure,Business,3955.62375,7.0,With Family,High
T2383,USA,71,Female,Leisure,Beach,2643.21525,7.0,Unknown,Medium
T2384,USA,19,Other,Leisure,Discovery,3924.96,7.0,With Family,High
T2385,USA,74,Other,Leisure,Discovery,12694.7925,7.0,With Family,High
T2386,Belgium,39,Female,Leisure,Discovery,668.46975,7.0,Unknown,Low
T2387,India,20,Male,Business,Mountain,337.30125,7.0,Without Family,Low
T2388,South Africa,63,Female,Leisure,Culture,2238.45375,7.0,Without Family,Medium
T2389,Uae,74,Other,Leisure,Beach,613.275,7.0,With Family,Low
T2390,Italy,18,Other,Leisure,Beach,6381.35596,7.0,With Family,High
T2391,South Africa,31,Male,Business,Adventure,1962.48,7.0,Without Family,Medium
T2392,Spain,60,Other,Other,Adventure,4618.08655,7.0,With Family,High
T2393,New Zealand,22,Other,Leisure,Business,5245.7157,7.0,With Family,High
T2394,Italy,57,Other,Leisure,Beach,3022.74756,7.0,With Family,High
T2395,Germany,23,Male,Leisure,Beach,613.275,7.0,Without Family,Low
T2396,Italy,46,Other,Leisure,Beach,2453.1,7.0,With Family,Medium
T2397,Italy,67,Other,Leisure,Beach,3358.6084,7.0,With Family,High
T2398,USA,20,Other,Leisure,Discovery,9812.4,7.0,With Family,High
T2399,South Africa,19,Other,Leisure,Beach,551.9475,7.0,With Family,Low
T2400,Norway,73,Other,Leisure,Beach,6071.4225,7.0,With Family,High
T2401,Kenya,44,Other,Leisure,Beach,113.22,7.0,With Family,Low
T2402,USA,69,Female,Leisure,Discovery,7635.27375,7.0,Without Family,High
T2403,Spain,73,Other,Leisure,Beach,14442.01612,7.0,With Family,High
T2404,Malaysia,22,Male,Leisure,Business,2117.0253,7.0,Without Family,Medium
T2405,Italy,47,Male,Leisure,Beach,2720.472804,7.0,With Family,Medium
T2406,Spain,19,Other,Leisure,Discovery,6408.72375,7.0,With Family,High
T2407,Germany,68,Other,Leisure,Culture,209.913025,7.0,With Family,Low
T2408,Kenya,31,Male,Business,Discovery,613.275,7.0,Unknown,Low
T2409,Malaysia,28,Female,Leisure,Business,1489.644975,7.0,Without Family,Medium
T2410,UK,22,Male,Leisure,Business,2330.445,7.0,Without Family,Medium
T2411,UK,61,Male,Leisure,Business,2131.130625,7.0,Without Family,Medium
T2412,UK,55,Male,Leisure,Business,2299.78125,7.0,Without Family,Medium
T2413,Italy,67,Other,Leisure,Beach,2757.897675,7.0,With Family,Medium
T2414,Spain,47,Other,Leisure,Discovery,9996.3825,7.0,With Family,High
T2415,Germany,28,Other,Leisure,Discovery,919.9125,7.0,With Family,Low
T2416,France,20,Female,Leisure,Discovery,1640.510625,7.0,Unknown,Medium
T2417,Germany,18,Male,Leisure,Adventure,567.279375,7.0,Unknown,Low
T2418,USA,46,Female,Volunteering,Business,1327.740375,7.0,Unknown,Medium
T2419,Australia,22,Female,Leisure,Discovery,4630.22625,7.0,Unknown,High
T2420,USA,31,Female,Leisure,Discovery,9260.4525,7.0,Without Family,High
T2421,USA,39,Male,Leisure,Discovery,459.95625,7.0,Unknown,Low
T2422,Australia,60,Male,Leisure,Discovery,1471.86,7.0,Unknown,Medium
T2423,Zimbabwe,31,Male,Business,Beach,370.0,7.0,Without Family,Low
T2424,Australia,48,Other,Leisure,Discovery,9352.44375,7.0,With Family,High
T2425,Zimbabwe,20,Male,Business,Beach,459.95625,7.0,Unknown,Low
T2426,India,68,Male,Business,Mountain,1839.825,7.0,With Family,Medium
T2427,Kenya,25,Other,Leisure,Adventure,167.98,7.0,With Family,Low
T2428,Italy,47,Other,Leisure,Beach,1845.95775,7.0,With Family,Medium
T2429,Zambia,70,Female,Business,Discovery,429.2925,7.0,Without Family,Low
T2430,USA,29,Other,Leisure,Discovery,7071.06075,7.0,With Family,High
T2431,Netherlands,21,Other,Leisure,Discovery,3358.6084,7.0,With Family,High
T2432,Italy,23,Other,Leisure,Beach,7808.764529999999,7.0,With Family,High
T2433,France,48,Other,Business,Discovery,13434.4336,7.0,With Family,High
T2434,Switzerland,75,Female,Business,Discovery,306.6375,7.0,Unknown,Low
T2435,Uae,73,Male,Leisure,Beach,1226.55,7.0,Without Family,Medium
T2436,France,31,Other,Leisure,Beach,2784.2685,7.0,With Family,Medium
T2437,Israel,36,Other,Leisure,Beach,6562.0425,7.0,With Family,High
T2438,France,62,Other,Leisure,Discovery,5877.5647,7.0,With Family,High
T2439,Italy,29,Male,Leisure,Beach,2146.4625,7.0,Without Family,Medium
T2440,Australia,54,Other,Leisure,Business,3679.65,7.0,With Family,High
T2441,UK,70,Female,Leisure,Culture,2315.8707,7.0,Unknown,Medium
T2442,Uganda,23,Female,Business,Mountain,1594.515,7.0,Unknown,Medium
T2443,Italy,40,Other,Leisure,Discovery,419.82605,7.0,With Family,Low
T2444,China,72,Female,Leisure,Discovery,2851.72875,7.0,With Family,Medium
T2445,USA,57,Male,Leisure,Business,3679.65,7.0,Unknown,High
T2446,UK,72,Female,Leisure,Culture,5263.3425,7.0,Unknown,High
T2447,Italy,63,Other,Leisure,Discovery,419.82605,7.0,With Family,Low
T2448,Switzerland,68,Male,Leisure,Discovery,2023.8075,7.0,Unknown,Medium
T2449,Kenya,73,Female,Business,Discovery,337.44,7.0,Without Family,Low
T2450,Canada,67,Male,Leisure,Culture,1901.1525,7.0,Unknown,Medium
T2451,Spain,22,Female,Leisure,Discovery,622.474125,7.0,Unknown,Low
T2452,India,27,Male,Leisure,Adventure,613.275,7.0,Unknown,Low
T2453,Netherlands,36,Female,Leisure,Discovery,2099.13025,7.0,Unknown,Medium
T2454,UK,26,Male,Leisure,Discovery,2732.7534,7.0,Without Family,Medium
T2455,Spain,38,Other,Leisure,Discovery,839.6521,7.0,With Family,Low
T2456,Spain,64,Other,Leisure,Beach,2085.135,7.0,With Family,Medium
T2457,France,61,Other,Leisure,Beach,923.61731,7.0,With Family,Low
T2458,Norway,30,Other,Leisure,Beach,1962.48,7.0,With Family,Medium
T2459,Sudan,18,Other,Leisure,Beach,613.275,7.0,With Family,Low
T2460,Finland,23,Other,Leisure,Beach,1007.58252,7.0,With Family,Medium
T2461,Zimbabwe,24,Male,Business,Discovery,151.7,7.0,Without Family,Low
T2462,Italy,19,Other,Leisure,Discovery,5625.66907,7.0,With Family,High
T2463,France,51,Other,Leisure,Discovery,7052.662499999999,7.0,With Family,High
T2464,Germany,64,Other,Leisure,Beach,4660.89,7.0,With Family,High
T2465,Germany,69,Other,Leisure,Discovery,9352.44375,7.0,With Family,High
T2466,Spain,52,Other,Leisure,Business,2770.85193,7.0,With Family,Medium
T2467,South Africa,69,Male,Leisure,Beach,6562.0425,7.0,Unknown,High
T2468,Italy,66,Male,Leisure,Beach,2698.41,7.0,Without Family,Medium
T2469,Chile,21,Other,Leisure,Discovery,1226.55,7.0,With Family,Medium
T2470,South Africa,41,Female,Leisure,Beach,5559.6052,7.0,Unknown,High
T2471,Namibia,35,Other,Leisure,Beach,6746.025,7.0,With Family,High
T2472,Germany,22,Other,Leisure,Discovery,6071.4225,7.0,With Family,High
T2473,Zimbabwe,22,Male,Business,Mountain,306.6375,7.0,Without Family,Low
T2474,USA,42,Male,Leisure,Business,1839.825,7.0,Unknown,Medium
T2475,USA,74,Other,Leisure,Discovery,3894.29625,7.0,With Family,High
T2476,USA,73,Female,Leisure,Discovery,3710.31375,7.0,Without Family,High
T2477,UK,23,Other,Leisure,Discovery,14055.776154,7.0,With Family,High
T2478,India,55,Other,Leisure,Discovery,3740.9775,7.0,With Family,High
T2479,UK,50,Male,Leisure,Culture,389.487345,7.0,Without Family,Low
T2480,USA,69,Other,Leisure,Discovery,4292.925,7.0,With Family,High
T2481,Czech Republic,53,Male,Leisure,Business,959.775375,7.0,Unknown,Low
T2482,Italy,37,Other,Leisure,Beach,5205.84302,7.0,With Family,High
T2483,Taiwan,34,Female,Leisure,Discovery,3679.65,7.0,Unknown,High
T2484,USA,37,Female,Leisure,Discovery,10119.0375,7.0,Unknown,High
T2485,Sweden,23,Female,Leisure,Adventure,122.655,7.0,Without Family,Low
T2486,Oman,73,Male,Business,Discovery,3679.65,7.0,Unknown,High
T2487,USA,26,Male,Leisure,Discovery,9935.055,7.0,Unknown,High
T2488,Canada,50,Female,Leisure,Discovery,1839.825,7.0,Unknown,Medium
T2489,Italy,24,Male,Leisure,Beach,735.93,7.0,Without Family,Low
T2490,Serbia,66,Female,Leisure,Beach,613.275,7.0,Without Family,Low
T2491,South Africa,35,Male,Business,Discovery,190.18,7.0,Unknown,Low
T2492,UK,38,Female,Leisure,Beach,1839.825,7.0,Unknown,Medium
T2493,Kenya,62,Other,Leisure,Beach,1226.55,7.0,With Family,Medium
T2494,China,67,Other,Business,Mountain,1226.55,7.0,With Family,Medium
T2495,UK,35,Male,Business,Discovery,2146.4625,7.0,With Family,Medium
T2496,Spain,35,Male,Leisure,Business,1901.1525,7.0,Unknown,Medium
T2497,UK,68,Female,Leisure,Discovery,8129.5734,7.0,With Family,High
T2498,UK,71,Other,Leisure,Beach,1421.102475,7.0,With Family,Medium
T2499,Belgium,27,Other,Leisure,Discovery,6132.75,7.0,With Family,High
T2500,Zimbabwe,23,Male,Business,Beach,429.2925,7.0,Unknown,Low
T2501,Uganda,24,Female,Business,Mountain,111.0,7.0,Unknown,Low
T2502,Zimbabwe,19,Other,Business,Beach,398.62875,7.0,With Family,Low
T2503,Australia,18,Female,Leisure,Discovery,2575.755,7.0,Without Family,Medium
T2504,Uganda,21,Male,Leisure,Culture,613.275,7.0,Unknown,Low
T2505,Oman,70,Male,Leisure,Beach,1480.0,7.0,Unknown,Medium
T2506,USA,25,Female,Leisure,Discovery,748.1955,7.0,Unknown,Low
T2507,USA,64,Other,Leisure,Culture,631.6732499999999,7.0,With Family,Low
T2508,China,50,Female,Leisure,Discovery,2851.72875,7.0,Without Family,Medium
T2509,USA,49,Other,Leisure,Discovery,14043.9975,7.0,With Family,High
T2510,USA,75,Male,Leisure,Discovery,1839.825,7.0,Unknown,Medium
T2511,India,71,Male,Leisure,Beach,3740.9775,7.0,With Family,High
T2512,Germany,39,Female,Business,Discovery,183.9825,7.0,Unknown,Low
T2513,Australia,69,Female,Leisure,Discovery,10548.33,7.0,Without Family,High
T2514,Sweden,30,Male,Leisure,Beach,2269.1175,7.0,Without Family,Medium
T2515,USA,44,Other,Leisure,Business,8585.85,7.0,With Family,High
T2516,Kenya,22,Other,Business,Mountain,157.25,7.0,With Family,Low
T2517,Australia,19,Female,Leisure,Discovery,4488.00121,7.0,Without Family,High
T2518,Zimbabwe,19,Male,Business,Adventure,367.965,7.0,Without Family,Low
T2519,Czech Republic,21,Male,Leisure,Business,873.916875,7.0,Without Family,Low
T2520,USA,21,Other,Leisure,Discovery,1594.515,7.0,With Family,Medium
T2521,France,42,Male,Leisure,Discovery,717.53175,7.0,Unknown,Low
T2522,Kenya,32,Male,Leisure,Discovery,447.69075,7.0,With Family,Low
T2523,Kenya,44,Other,Leisure,Discovery,279.3648,7.0,With Family,Low
T2524,South Africa,33,Male,Business,Mountain,122.655,7.0,With Family,Low
T2525,Uae,63,Male,Leisure,Beach,306.6375,7.0,Without Family,Low
T2526,USA,74,Other,Leisure,Culture,429.2925,7.0,With Family,Low
T2527,Australia,62,Male,Leisure,Discovery,9505.7625,7.0,Without Family,High
T2528,USA,72,Other,Leisure,Beach,613.275,7.0,With Family,Low
T2529,Italy,24,Other,Leisure,Beach,11467.1287297,7.0,With Family,High
T2530,Italy,58,Other,Leisure,Beach,2770.85193,7.0,With Family,Medium
T2531,Italy,22,Other,Leisure,Beach,1847.23462,7.0,With Family,Medium
T2532,Zimbabwe,50,Male,Other,Culture,116.52225,7.0,With Family,Low
T2533,Australia,32,Male,Leisure,Discovery,1441.19625,7.0,Without Family,Medium
T2534,Kenya,20,Male,Business,Discovery,983.09,7.0,Without Family,Low
T2535,Belgium,20,Female,Leisure,Culture,188.9217225,7.0,Without Family,Low
T2536,Oman,18,Female,Leisure,Beach,2882.3925,7.0,Unknown,Medium
T2537,France,23,Other,Leisure,Discovery,3924.96,7.0,With Family,High
T2538,Zambia,49,Male,Business,Discovery,370.0,7.0,Without Family,Low
T2539,USA,55,Other,Leisure,Discovery,5544.006,7.0,With Family,High
T2540,Italy,26,Male,Leisure,Beach,367.965,7.0,Unknown,Low
T2541,South Africa,35,Other,Leisure,business,153.92,7.0,With Family,Low
T2542,USA,37,Other,Leisure,Business,674.6025,7.0,With Family,Low
T2543,Kenya,41,Male,Leisure,Culture,1226.55,7.0,Unknown,Medium
T2544,Canada,35,Other,Leisure,Beach,1901.1525,7.0,With Family,Medium
T2545,France,70,Other,Leisure,Discovery,5373.77344,7.0,With Family,High
T2546,USA,72,Male,Leisure,Adventure,1042.5675,7.0,With Family,Medium
T2547,USA,29,Other,Leisure,Beach,327.464319,7.0,With Family,Low
T2548,Italy,74,Other,Leisure,Discovery,1679.3042,7.0,With Family,Medium
T2549,France,69,Other,Leisure,Beach,12510.81629,7.0,With Family,High
T2550,Germany,45,Other,Leisure,Discovery,7359.3,7.0,With Family,High
T2551,Kenya,18,Male,Leisure,Discovery,654.364425,7.0,Without Family,Low
T2552,USA,72,Other,Leisure,Discovery,3556.995,7.0,With Family,High
T2553,USA,67,Other,Leisure,Culture,1839.825,7.0,With Family,Medium
T2554,Kenya,30,Male,Business,Discovery,108.549675,7.0,Without Family,Low
T2555,Australia,32,Other,Leisure,Discovery,14902.5825,7.0,With Family,High
T2556,Spain,61,Female,Leisure,Discovery,220.779,7.0,Without Family,Low
T2557,USA,24,Female,Leisure,Discovery,3740.9775,7.0,Without Family,High
T2558,USA,22,Other,Leisure,Discovery,6132.75,7.0,With Family,High
T2559,USA,23,Female,Leisure,Discovery,3740.9775,7.0,Without Family,High
T2560,Netherlands,44,Female,Leisure,Discovery,1920.7773,7.0,Without Family,Medium
T2561,Zimbabwe,20,Male,Other,Beach,342.820725,7.0,Without Family,Low
T2562,Uganda,59,Female,Leisure,Beach,435.42525,7.0,Without Family,Low
T2563,Zimbabwe,69,Male,Other,Adventure,155.9624,7.0,Without Family,Low
T2564,USA,22,Male,Leisure,Discovery,2023.8075,7.0,Without Family,Medium
T2565,Zimbabwe,67,Male,Business,Beach,288.23925,7.0,Without Family,Low
T2566,USA,75,Female,Leisure,Business,2821.065,7.0,Unknown,Medium
T2567,Germany,67,Other,Leisure,Discovery,1533.1875,7.0,With Family,Medium
T2568,France,71,Other,Leisure,Discovery,5826.1125,7.0,With Family,High
T2569,Zimbabwe,69,Male,Leisure,Beach,183.9825,7.0,Without Family,Low
T2570,UK,18,Female,Leisure,Business,2391.7725,7.0,Without Family,Medium
T2571,Zimbabwe,65,Male,Business,Discovery,245.31,7.0,With Family,Low
T2572,Italy,25,Other,Leisure,Beach,2938.78235,7.0,Unknown,Medium
T2573,Congo,18,Male,Business,Discovery,1226.55,7.0,Without Family,Medium
T2574,Uganda,71,Male,Business,Discovery,1226.55,7.0,Without Family,Medium
T2575,Zimbabwe,60,Other,Business,Discovery,118.4,7.0,With Family,Low
T2576,USA,39,Other,Leisure,Discovery,183.9825,7.0,With Family,Low
T2577,Egypt,74,Male,Leisure,Business,1533.1875,7.0,Unknown,Medium
T2578,USA,32,Other,Leisure,Discovery,7972.575,7.0,With Family,High
T2579,France,74,Other,Leisure,Discovery,613.275,7.0,With Family,Low
T2580,USA,58,Female,Volunteering,Culture,3802.305,7.0,Without Family,High
T2581,UK,23,Female,Leisure,Culture,2473.770975,7.0,Unknown,Medium
T2582,Germany,36,Female,Leisure,Discovery,12265.5,7.0,With Family,High
T2583,Germany,18,Female,Leisure,Discovery,1226.55,7.0,Without Family,Medium
T2584,USA,54,Male,Leisure,Beach,3066.375,7.0,Without Family,High
T2585,Italy,43,Other,Leisure,Beach,2477.631,7.0,With Family,Medium
T2586,Zimbabwe,72,Male,Business,Beach,706.7,7.0,With Family,Low
T2587,USA,22,Female,Leisure,Discovery,3590.725125,7.0,Unknown,High
T2588,Japan,51,Male,Education,Adventure,116.52225,7.0,Unknown,Low
T2589,USA,30,Other,Leisure,Business,3066.375,7.0,With Family,High
T2590,Japan,62,Female,Education,Adventure,116.52225,7.0,Unknown,Low
T2591,Japan,73,Male,Education,Adventure,116.52225,7.0,Unknown,Low
T2592,Australia,18,Other,Leisure,Business,2269.1175,7.0,With Family,Medium
T2593,UK,40,Female,Leisure,Business,1102.055175,7.0,Without Family,Medium
T2594,USA,68,Other,Leisure,Beach,4329.7215,7.0,With Family,High
T2595,Italy,50,Other,Leisure,business,3863.6325,7.0,With Family,High
T2596,Belgium,55,Other,Leisure,Discovery,9628.4175,7.0,With Family,High
T2597,Kenya,75,Other,Leisure,Beach,183.9825,7.0,With Family,Low
T2598,France,68,Other,Leisure,Discovery,4967.5275,7.0,With Family,High
T2599,Canada,59,Male,Business,Mountain,2514.4275,7.0,Without Family,Medium
T2600,USA,18,Female,Leisure,Discovery,2863.99425,7.0,Without Family,Medium
T2601,France,53,Other,Leisure,business,923.61731,7.0,With Family,Low
T2602,Italy,44,Other,Leisure,Discovery,8732.38184,7.0,With Family,High
T2603,France,51,Other,Leisure,Beach,7892.72974,7.0,With Family,High
T2604,Italy,60,Other,Leisure,Beach,2759.7375,7.0,With Family,Medium
T2605,France,23,Other,Leisure,Discovery,745.7424,7.0,With Family,Low
T2606,Kenya,21,Other,Business,Mountain,870.8505,7.0,With Family,Low
T2607,Italy,40,Other,Leisure,Beach,3484.556215,7.0,With Family,High
T2608,Italy,75,Other,Leisure,Beach,4475.345693,7.0,With Family,High
T2609,Zambia,40,Male,Leisure,Adventure,183.9825,7.0,Without Family,Low
T2610,France,41,Other,Leisure,Discovery,419.82605,7.0,With Family,Low
T2611,Italy,51,Other,Leisure,Beach,2434.99109,7.0,With Family,Medium
T2612,USA,24,Male,Leisure,Discovery,8248.54875,7.0,Unknown,High
T2613,United Arab Emirates,22,Male,Leisure,Business,1502.52375,7.0,With Family,Medium
T2614,UK,70,Female,Leisure,Business,2099.13025,7.0,With Family,Medium
T2615,Switzerland,62,Male,Leisure,Business,5648.26275,7.0,With Family,High
T2616,USA,21,Female,Leisure,Business,3679.65,7.0,Unknown,High
T2617,USA,26,Male,Leisure,Business,367.965,7.0,Unknown,Low
T2618,Kenya,59,Other,Leisure,Discovery,1410.5325,7.0,With Family,Medium
T2619,Zambia,64,Male,Business,Discovery,370.0,7.0,Without Family,Low
T2620,Netherlands,21,Male,Leisure,Discovery,613.275,7.0,Unknown,Low
T2621,Malawi,71,Male,Leisure,Beach,1533.1875,7.0,Without Family,Medium
T2622,UK,37,Male,Business,Mountain,1226.55,7.0,Unknown,Medium
T2623,USA,53,Other,Leisure,Discovery,12878.775,7.0,With Family,High
T2624,Kenya,47,Other,Business,Mountain,797.2574999999999,7.0,With Family,Low
T2625,Denmark,68,Male,Leisure,Beach,435.42525,7.0,Unknown,Low
T2626,Netherlands,55,Female,Leisure,Discovery,1195.88625,7.0,Without Family,Medium
T2627,Australia,19,Female,Leisure,Discovery,12655.5429,7.0,Without Family,High
T2628,Zimbabwe,44,Female,Leisure,Mountain,259.0,7.0,Without Family,Low
T2629,South Africa,65,Female,Business,Adventure,153.31875,7.0,Without Family,Low
T2630,Germany,54,Other,Leisure,Culture,209.913025,7.0,With Family,Low
T2631,Zimbabwe,39,Male,Business,Discovery,306.6375,7.0,Without Family,Low
T2632,Zambia,36,Male,Business,Discovery,183.9825,7.0,Without Family,Low
